province,unit_number,unit_description,order,candidate_name,votes,votes_raw,percent,percent_raw
TỈNH NAM ĐỊNH,3,"Gồm các huyện: Xuân Trường, Giao Thủy và Trực Ninh.",1,Ông Võ Văn Kim (Vũ Trọng Kim),317733,317.733,76.5,"76,50"
TỈNH NAM ĐỊNH,3,"Gồm các huyện: Xuân Trường, Giao Thủy và Trực Ninh.",2,Bà Trần Thị Quỳnh,255954,255.954,61.63,"61,63"
TỈNH NAM ĐỊNH,3,"Gồm các huyện: Xuân Trường, Giao Thủy và Trực Ninh.",3,Bà Đinh Thị Thu Hà,157949,157.949,38.03,"38,03"
TỈNH NAM ĐỊNH,3,"Gồm các huyện: Xuân Trường, Giao Thủy và Trực Ninh.",4,Bà Trần Thị Thúy,86636,86.636,20.86,"20,86"
TỈNH NGHỆ AN,1,"Gồm các huyện: Kỳ Sơn, Tương Dương, Con Cuông, Anh Sơn và Đô Lương.",1,Ông Hoàng Minh Hiếu,302062,302.062,91.25,"91,25"
TỈNH NGHỆ AN,1,"Gồm các huyện: Kỳ Sơn, Tương Dương, Con Cuông, Anh Sơn và Đô Lương.",2,Ông Trần Nhật Minh,290000,290.000,87.61,"87,61"
TỈNH NGHỆ AN,1,"Gồm các huyện: Kỳ Sơn, Tương Dương, Con Cuông, Anh Sơn và Đô Lương.",3,Bà Nguyễn Lương Hồng,36357,36.357,10.98,"10,98"
TỈNH NGHỆ AN,1,"Gồm các huyện: Kỳ Sơn, Tương Dương, Con Cuông, Anh Sơn và Đô Lương.",4,Bà Hoàng Thị Thanh Loan,33137,33.137,10.01,"10,01"
TỈNH NGHỆ AN,2,"Gồm thị xã Thái Hoà và các huyện: Quế Phong, Quỳ Châu, Quỳ Hợp, Nghĩa Đàn, Tân Kỳ.",1,Ông Vi Văn Sơn,357817,357.817,92.03,"92,03"
TỈNH NGHỆ AN,2,"Gồm thị xã Thái Hoà và các huyện: Quế Phong, Quỳ Châu, Quỳ Hợp, Nghĩa Đàn, Tân Kỳ.",2,Ông Đặng Xuân Phương,354650,354.650,91.22,"91,22"
TỈNH NGHỆ AN,2,"Gồm thị xã Thái Hoà và các huyện: Quế Phong, Quỳ Châu, Quỳ Hợp, Nghĩa Đàn, Tân Kỳ.",3,Ông Trần Đức Thuận,352414,352.414,90.64,"90,64"
TỈNH NGHỆ AN,2,"Gồm thị xã Thái Hoà và các huyện: Quế Phong, Quỳ Châu, Quỳ Hợp, Nghĩa Đàn, Tân Kỳ.",4,Bà Lang Thị Phượng,50860,50.860,13.08,"13,08"
TỈNH NGHỆ AN,2,"Gồm thị xã Thái Hoà và các huyện: Quế Phong, Quỳ Châu, Quỳ Hợp, Nghĩa Đàn, Tân Kỳ.",5,Bà Nguyễn Thị Thảo,46101,46.101,11.86,"11,86"
TỈNH NGHỆ AN,3,"Gồm thị xã Hoàng Mai và các huyện: Yên Thành, Quỳnh Lưu.",1,Ông Phạm Phú Bình,357158,357.158,86.67,"86,67"
TỈNH NGHỆ AN,3,"Gồm thị xã Hoàng Mai và các huyện: Yên Thành, Quỳnh Lưu.",2,Bà Thái Thị An Chung,341754,341.754,82.93,"82,93"
TỈNH NGHỆ AN,3,"Gồm thị xã Hoàng Mai và các huyện: Yên Thành, Quỳnh Lưu.",3,Bà Hoàng Thị Thu Hiền,327515,327.515,79.48,"79,48"
TỈNH NGHỆ AN,3,"Gồm thị xã Hoàng Mai và các huyện: Yên Thành, Quỳnh Lưu.",4,Bà Lê Thị Thanh Hải,117185,117.185,28.44,"28,44"
TỈNH NGHỆ AN,3,"Gồm thị xã Hoàng Mai và các huyện: Yên Thành, Quỳnh Lưu.",5,Bà Nguyễn Thị Thu,78085,78.085,18.95,"18,95"
TỈNH NGHỆ AN,4,"Gồm thành phố Vinh và các huyện: Thanh Chương, Nam Đàn, Hưng Nguyên.",1,Ông Thái Thanh Quý,529035,529.035,92.85,"92,85"
TỈNH NGHỆ AN,4,"Gồm thành phố Vinh và các huyện: Thanh Chương, Nam Đàn, Hưng Nguyên.",2,Ông Đỗ Văn Chiến,495116,495.116,86.9,"86,90"
TỈNH NGHỆ AN,4,"Gồm thành phố Vinh và các huyện: Thanh Chương, Nam Đàn, Hưng Nguyên.",3,Ông Thái Văn Thành,476254,476.254,83.59,"83,59"
TỈNH NGHỆ AN,4,"Gồm thành phố Vinh và các huyện: Thanh Chương, Nam Đàn, Hưng Nguyên.",4,Bà Ngô Thị Thu Hương,115429,115.429,20.26,"20,26"
TỈNH NGHỆ AN,4,"Gồm thành phố Vinh và các huyện: Thanh Chương, Nam Đàn, Hưng Nguyên.",5,Bà Võ Thị Thúy Vinh,81444,81.444,14.29,"14,29"
TỈNH NGHỆ AN,5,"Gồm thị xã Cửa Lò và các huyện: Diễn Châu, Nghi Lộc.",1,Bà Nguyễn Vân Chi,315077,315.077,91.77,"91,77"
TỈNH NGHỆ AN,5,"Gồm thị xã Cửa Lò và các huyện: Diễn Châu, Nghi Lộc.",2,Bà Võ Thị Minh Sinh,305560,305.560,89.0,89
TỈNH NGHỆ AN,5,"Gồm thị xã Cửa Lò và các huyện: Diễn Châu, Nghi Lộc.",3,Ông Lê Đức Sỹ,32419,32.419,9.44,"9,44"
TỈNH NGHỆ AN,5,"Gồm thị xã Cửa Lò và các huyện: Diễn Châu, Nghi Lộc.",4,Bà Đinh Thị Kiều Trinh,30891,30.891,9.0,9
TỈNH NINH BÌNH,1,"Gồm thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.",1,Bà Nguyễn Thị Thu Hà,337292,337.292,98.38,"98,38"
TỈNH NINH BÌNH,1,"Gồm thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.",2,Ông Nguyễn Thành Công,314530,314.530,91.75,"91,75"
TỈNH NINH BÌNH,1,"Gồm thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.",3,Ông Mai Khanh,309510,309.510,90.28,"90,28"
TỈNH NINH BÌNH,1,"Gồm thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.",4,Ông Nguyễn Đức Hiệp,33432,33.432,9.75,"9,75"
TỈNH NINH BÌNH,1,"Gồm thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.",5,Bà Lã Thị Thanh Tuyền,25695,25.695,7.49,"7,49"
TỈNH NINH BÌNH,2,"Gồm thành phố Tam Điệp và các huyện: Kim Sơn, Yên Khánh, Yên Mô.",1,Bà Nguyễn Thị Thanh,358870,358.870,97.39,"97,39"
TỈNH NINH BÌNH,2,"Gồm thành phố Tam Điệp và các huyện: Kim Sơn, Yên Khánh, Yên Mô.",2,Ông Đinh Việt Dũng,351906,351.906,95.5,"95,50"
TỈNH NINH BÌNH,2,"Gồm thành phố Tam Điệp và các huyện: Kim Sơn, Yên Khánh, Yên Mô.",3,Bà Trần Thị Hồng Thanh,341130,341.130,92.58,"92,58"
TỈNH NINH BÌNH,2,"Gồm thành phố Tam Điệp và các huyện: Kim Sơn, Yên Khánh, Yên Mô.",4,Bà Phạm Thị Thủy,23385,23.385,6.35,"6,35"
TỈNH NINH BÌNH,2,"Gồm thành phố Tam Điệp và các huyện: Kim Sơn, Yên Khánh, Yên Mô.",5,Ông Tống Duy Tứ,22808,22.808,6.19,"6,19"
TỈNH NINH THUẬN,1,"Gồm thành phố Phan Rang - Tháp Chàm và các huyện: Ninh Hải, Thuận Bắc.",1,Ông Trần Quốc Nam,215326,215.326,88.15,"88,15"
TỈNH NINH THUẬN,1,"Gồm thành phố Phan Rang - Tháp Chàm và các huyện: Ninh Hải, Thuận Bắc.",2,Ông Nguyễn Đình Khang,206356,206.356,84.48,"84,48"
TỈNH NINH THUẬN,1,"Gồm thành phố Phan Rang - Tháp Chàm và các huyện: Ninh Hải, Thuận Bắc.",3,Bà Chamaléa Thị Thủy,171140,171.140,70.06,"70,06"
TỈNH NINH THUẬN,1,"Gồm thành phố Phan Rang - Tháp Chàm và các huyện: Ninh Hải, Thuận Bắc.",4,Bà Nguyễn Thị Kim Sáng,79711,79.711,32.63,"32,63"
TỈNH NINH THUẬN,1,"Gồm thành phố Phan Rang - Tháp Chàm và các huyện: Ninh Hải, Thuận Bắc.",5,Ông Lê Quý Vỹ,52350,52.350,21.43,"21,43"
TỈNH NINH THUẬN,2,"Gồm các huyện: Bác Ái, Ninh Sơn, Thuận Nam và Ninh Phước.",1,Ông Phan Xuân Dũng,186529,186.529,79.36,"79,36"
TỈNH NINH THUẬN,2,"Gồm các huyện: Bác Ái, Ninh Sơn, Thuận Nam và Ninh Phước.",2,Bà Đàng Thị Mỹ Hương,182678,182.678,77.72,"77,72"
TỈNH NINH THUẬN,2,"Gồm các huyện: Bác Ái, Ninh Sơn, Thuận Nam và Ninh Phước.",3,Ông Nguyễn Văn Thuận,174394,174.394,74.2,"74,20"
TỈNH NINH THUẬN,2,"Gồm các huyện: Bác Ái, Ninh Sơn, Thuận Nam và Ninh Phước.",4,Bà Tạ Yên Thị Lâm Hội,77453,77.453,32.95,"32,95"
TỈNH NINH THUẬN,2,"Gồm các huyện: Bác Ái, Ninh Sơn, Thuận Nam và Ninh Phước.",5,Ông Trần Đình Giang,70116,70.116,29.83,"29,83"
TỈNH PHÚ THỌ,1,"Gồm thành phố Việt Trì và các huyện: Tam Nông, Tân Sơn, Thanh Sơn, Thanh Thủy, Yên Lập.",1,Bà Nguyễn Thúy Anh,447878,447.878,88.83,"88,83"
TỈNH PHÚ THỌ,1,"Gồm thành phố Việt Trì và các huyện: Tam Nông, Tân Sơn, Thanh Sơn, Thanh Thủy, Yên Lập.",2,Ông Cầm Hà Chung,436596,436.596,86.59,"86,59"
TỈNH PHÚ THỌ,1,"Gồm thành phố Việt Trì và các huyện: Tam Nông, Tân Sơn, Thanh Sơn, Thanh Thủy, Yên Lập.",3,Bà Hà Ánh Phượng,395285,395.285,78.4,"78,40"
TỈNH PHÚ THỌ,1,"Gồm thành phố Việt Trì và các huyện: Tam Nông, Tân Sơn, Thanh Sơn, Thanh Thủy, Yên Lập.",4,Bà Bùi Thị Tuyết Nhung,118944,118.944,23.59,"23,59"
TỈNH PHÚ THỌ,1,"Gồm thành phố Việt Trì và các huyện: Tam Nông, Tân Sơn, Thanh Sơn, Thanh Thủy, Yên Lập.",5,Ông Trần Minh Thảo,98277,98.277,19.49,"19,49"
TỈNH PHÚ THỌ,2,"Gồm thị xã Phú Thọ và các huyện: Phù Ninh, Lâm Thao, Đoan Hùng.",1,Ông Nguyễn Đăng Khải,255290,255.290,84.26,"84,26"
TỈNH PHÚ THỌ,2,"Gồm thị xã Phú Thọ và các huyện: Phù Ninh, Lâm Thao, Đoan Hùng.",2,Ông Nguyễn Thành Nam,244662,244.662,80.75,"80,75"
TỈNH PHÚ THỌ,2,"Gồm thị xã Phú Thọ và các huyện: Phù Ninh, Lâm Thao, Đoan Hùng.",3,Bà Nguyễn Thị Thu Hằng,62234,62.234,20.54,"20,54"
TỈNH PHÚ THỌ,2,"Gồm thị xã Phú Thọ và các huyện: Phù Ninh, Lâm Thao, Đoan Hùng.",4,Bà Đào Thị Thu Tuệ,40414,40.414,13.34,"13,34"
TỈNH PHÚ THỌ,3,"Gồm các huyện: Thanh Ba, Hạ Hòa và Cẩm Khê.",1,Ông Bùi Minh Châu,267404,267.404,94.7,"94,70"
TỈNH PHÚ THỌ,3,"Gồm các huyện: Thanh Ba, Hạ Hòa và Cẩm Khê.",2,Ông Vũ Tuấn Anh,245366,245.366,86.89,"86,89"
TỈNH PHÚ THỌ,3,"Gồm các huyện: Thanh Ba, Hạ Hòa và Cẩm Khê.",3,Bà Trương Thị Kim Huệ,26395,26.395,9.35,"9,35"
TỈNH PHÚ THỌ,3,"Gồm các huyện: Thanh Ba, Hạ Hòa và Cẩm Khê.",4,Bà Lâm Thùy Mai,22448,22.448,7.95,"7,95"
TỈNH PHÚ YÊN,1,"Gồm thị xã Đông Hòa và các huyện: Phú Hòa, Tây Hòa, Sơn Hòa, Sông Hinh.",1,Ông Phạm Đại Dương,310868,310.868,84.05,"84,05"
TỈNH PHÚ YÊN,1,"Gồm thị xã Đông Hòa và các huyện: Phú Hòa, Tây Hòa, Sơn Hòa, Sông Hinh.",2,Ông Đỗ Chí Nghĩa,252610,252.610,68.3,"68,30"
TỈNH PHÚ YÊN,1,"Gồm thị xã Đông Hòa và các huyện: Phú Hòa, Tây Hòa, Sơn Hòa, Sông Hinh.",3,Ông Dương Bình Phú,191958,191.958,51.9,"51,90"
TỈNH PHÚ YÊN,1,"Gồm thị xã Đông Hòa và các huyện: Phú Hòa, Tây Hòa, Sơn Hòa, Sông Hinh.",4,Bà Võ Thị Minh Duyên,189786,189.786,51.31,"51,31"
TỈNH PHÚ YÊN,1,"Gồm thị xã Đông Hòa và các huyện: Phú Hòa, Tây Hòa, Sơn Hòa, Sông Hinh.",5,Bà Nguyễn Thị Hồng Thái,150769,150.769,40.76,"40,76"
TỈNH PHÚ YÊN,2,"Gồm thành phố Tuy Hòa, thị xã Sông Cầu và các huyện: Đồng Xuân, Tuy An.",1,Ông Lê Quang Đạo,258599,258.599,73.91,"73,91"
TỈNH PHÚ YÊN,2,"Gồm thành phố Tuy Hòa, thị xã Sông Cầu và các huyện: Đồng Xuân, Tuy An.",2,Ông Lê Văn Thìn,218457,218.457,62.43,"62,43"
TỈNH PHÚ YÊN,2,"Gồm thành phố Tuy Hòa, thị xã Sông Cầu và các huyện: Đồng Xuân, Tuy An.",3,Bà Lê Đào An Xuân,196899,196.899,56.27,"56,27"
TỈNH PHÚ YÊN,2,"Gồm thành phố Tuy Hòa, thị xã Sông Cầu và các huyện: Đồng Xuân, Tuy An.",4,Ông Hồ Hồng Nam,193179,193.179,55.21,"55,21"
TỈNH PHÚ YÊN,2,"Gồm thành phố Tuy Hòa, thị xã Sông Cầu và các huyện: Đồng Xuân, Tuy An.",5,Bà Nguyễn Ngọc Huyền,172996,172.996,49.44,"49,44"
TỈNH QUẢNG BÌNH,1,"Gồm thị xã Ba Đồn và các huyện: Minh Hóa, Tuyên Hóa, Quảng Trạch, Quảng Ninh.",1,Ông Trần Quang Minh,257223,257.223,89.75,"89,75"
TỈNH QUẢNG BÌNH,1,"Gồm thị xã Ba Đồn và các huyện: Minh Hóa, Tuyên Hóa, Quảng Trạch, Quảng Ninh.",2,Ông Nguyễn Tiến Nam,256661,256.661,89.55,"89,55"
TỈNH QUẢNG BÌNH,1,"Gồm thị xã Ba Đồn và các huyện: Minh Hóa, Tuyên Hóa, Quảng Trạch, Quảng Ninh.",3,Bà Nguyễn Thị Tuyết Nga,243668,243.668,85.02,"85,02"
TỈNH QUẢNG BÌNH,1,"Gồm thị xã Ba Đồn và các huyện: Minh Hóa, Tuyên Hóa, Quảng Trạch, Quảng Ninh.",4,Bà Đoàn Thị Thanh Tâm,48119,48.119,16.79,"16,79"
TỈNH QUẢNG BÌNH,1,"Gồm thị xã Ba Đồn và các huyện: Minh Hóa, Tuyên Hóa, Quảng Trạch, Quảng Ninh.",5,Ông Phạm Trọng Tiến,46024,46.024,16.06,"16,06"
TỈNH QUẢNG BÌNH,2,"Gồm thành phố Đồng Hới và các huyện: Lệ Thủy, Bố Trạch.",1,Ông Vũ Đại Thắng,287463,287.463,91.99,"91,99"
TỈNH QUẢNG BÌNH,2,"Gồm thành phố Đồng Hới và các huyện: Lệ Thủy, Bố Trạch.",2,Ông Nguyễn Mạnh Cường,286921,286.921,91.82,"91,82"
TỈNH QUẢNG BÌNH,2,"Gồm thành phố Đồng Hới và các huyện: Lệ Thủy, Bố Trạch.",3,Bà Nguyễn Minh Tâm,259444,259.444,83.03,"83,03"
TỈNH QUẢNG BÌNH,2,"Gồm thành phố Đồng Hới và các huyện: Lệ Thủy, Bố Trạch.",4,Bà Nguyễn Thị Lệ Quyên,51148,51.148,16.37,"16,37"
TỈNH QUẢNG BÌNH,2,"Gồm thành phố Đồng Hới và các huyện: Lệ Thủy, Bố Trạch.",5,Bà Nguyễn Thị Kim Sinh,45697,45.697,14.62,"14,62"
TỈNH QUẢNG NAM,1,"Gồm thị xã Điện Bàn và các huyện: Đại Lộc, Đông Giang, Tây Giang, Nam Giang, Phước Sơn.",1,Ông Vương Quốc Thắng,247692,247.692,70.35,"70,35"
TỈNH QUẢNG NAM,1,"Gồm thị xã Điện Bàn và các huyện: Đại Lộc, Đông Giang, Tây Giang, Nam Giang, Phước Sơn.",2,Bà Đặng Thị Bảo Trinh,233279,233.279,66.26,"66,26"
TỈNH QUẢNG NAM,1,"Gồm thị xã Điện Bàn và các huyện: Đại Lộc, Đông Giang, Tây Giang, Nam Giang, Phước Sơn.",3,Ông Nguyễn Văn Hiếu,139520,139.520,39.63,"39,63"
TỈNH QUẢNG NAM,1,"Gồm thị xã Điện Bàn và các huyện: Đại Lộc, Đông Giang, Tây Giang, Nam Giang, Phước Sơn.",4,Bà ARất Thị Thúy Nga,82612,82.612,23.46,"23,46"
TỈNH QUẢNG NAM,2,"Gồm thành phố Hội An và các huyện: Duy Xuyên, Quế Sơn, Nông Sơn, Thăng Bình, Hiệp Đức.",1,Ông Lê Văn Dũng,385150,385.150,86.18,"86,18"
TỈNH QUẢNG NAM,2,"Gồm thành phố Hội An và các huyện: Duy Xuyên, Quế Sơn, Nông Sơn, Thăng Bình, Hiệp Đức.",2,Ông Dương Văn Phước,345061,345.061,77.21,"77,21"
TỈNH QUẢNG NAM,2,"Gồm thành phố Hội An và các huyện: Duy Xuyên, Quế Sơn, Nông Sơn, Thăng Bình, Hiệp Đức.",3,Ông Tạ Văn Hạ,321099,321.099,71.85,"71,85"
TỈNH QUẢNG NAM,2,"Gồm thành phố Hội An và các huyện: Duy Xuyên, Quế Sơn, Nông Sơn, Thăng Bình, Hiệp Đức.",4,Bà Dương Thị Trà Linh,172991,172.991,38.71,"38,71"
TỈNH QUẢNG NAM,2,"Gồm thành phố Hội An và các huyện: Duy Xuyên, Quế Sơn, Nông Sơn, Thăng Bình, Hiệp Đức.",5,Ông Zơ Râm Duy,108552,108.552,24.29,"24,29"
TỈNH QUẢNG NAM,3,"Gồm thành phố Tam Kỳ và các huyện: Núi Thành, Tiên Phước, Nam Trà My, Bắc Trà My, Phú Ninh.",1,Ông Nguyễn Đức Hải,300647,300.647,80.97,"80,97"
TỈNH QUẢNG NAM,3,"Gồm thành phố Tam Kỳ và các huyện: Núi Thành, Tiên Phước, Nam Trà My, Bắc Trà My, Phú Ninh.",2,Ông Phan Thái Bình,272409,272.409,73.36,"73,36"
TỈNH QUẢNG NAM,3,"Gồm thành phố Tam Kỳ và các huyện: Núi Thành, Tiên Phước, Nam Trà My, Bắc Trà My, Phú Ninh.",3,Bà Phạm Thị Điểm,83827,83.827,22.58,"22,58"
TỈNH QUẢNG NAM,3,"Gồm thành phố Tam Kỳ và các huyện: Núi Thành, Tiên Phước, Nam Trà My, Bắc Trà My, Phú Ninh.",4,Bà Nguyễn Thị Hải,82788,82.788,22.3,"22,30"
TỈNH QUẢNG NINH,1,Gồm các thành phố: Hạ Long và Cẩm Phả.,1,Ông Vũ Hồng Thanh,350576,350.576,93.36,"93,36"
TỈNH QUẢNG NINH,1,Gồm các thành phố: Hạ Long và Cẩm Phả.,2,Ông Nguyễn Xuân Thắng,349640,349.640,93.11,"93,11"
TỈNH QUẢNG NINH,1,Gồm các thành phố: Hạ Long và Cẩm Phả.,3,Ông Lê Minh Chuẩn,335519,335.519,89.35,"89,35"
TỈNH QUẢNG NINH,1,Gồm các thành phố: Hạ Long và Cẩm Phả.,4,Bà Nguyễn Thị Kim Nhàn,47619,47.619,12.68,"12,68"
TỈNH QUẢNG NINH,1,Gồm các thành phố: Hạ Long và Cẩm Phả.,5,Ông Hà Minh Thọ,36931,36.931,9.84,"9,84"
TỈNH QUẢNG NINH,2,"Gồm thành phố Uông Bí và các thị xã: Đông Triều, Quảng Yên.",1,Ông Ngô Hoàng Ngân,303495,303.495,93.5,"93,50"
TỈNH QUẢNG NINH,2,"Gồm thành phố Uông Bí và các thị xã: Đông Triều, Quảng Yên.",2,Bà Đỗ Thị Lan,287112,287.112,88.46,"88,46"
TỈNH QUẢNG NINH,2,"Gồm thành phố Uông Bí và các thị xã: Đông Triều, Quảng Yên.",3,Ông Lương Công Quyết (Hòa thượng Thích Thanh Quyết),285058,285.058,87.82,"87,82"
TỈNH QUẢNG NINH,2,"Gồm thành phố Uông Bí và các thị xã: Đông Triều, Quảng Yên.",4,Bà Đặng Thị Kim Chung,53559,53.559,16.5,"16,50"
TỈNH QUẢNG NINH,2,"Gồm thành phố Uông Bí và các thị xã: Đông Triều, Quảng Yên.",5,Ông Hoàng Anh Tuấn (Đại đức Thích Minh Tuấn),37318,37.318,11.5,"11,50"
TỈNH QUẢNG NINH,3,"Gồm thành phố Móng Cái và các huyện: Vân Đồn, Cô Tô, Tiên Yên, Đầm Hà, Hải Hà, Bình Liêu, Ba Chẽ.",1,Bà Nguyễn Thị Thu Hà,217723,217.723,85.19,"85,19"
TỈNH QUẢNG NINH,3,"Gồm thành phố Móng Cái và các huyện: Vân Đồn, Cô Tô, Tiên Yên, Đầm Hà, Hải Hà, Bình Liêu, Ba Chẽ.",2,Bà Trần Thị Kim Nhung,209671,209.671,82.04,"82,04"
TỈNH QUẢNG NINH,3,"Gồm thành phố Móng Cái và các huyện: Vân Đồn, Cô Tô, Tiên Yên, Đầm Hà, Hải Hà, Bình Liêu, Ba Chẽ.",3,Ông Nguyễn Quốc Khánh,48464,48.464,18.96,"18,96"
TỈNH QUẢNG NINH,3,"Gồm thành phố Móng Cái và các huyện: Vân Đồn, Cô Tô, Tiên Yên, Đầm Hà, Hải Hà, Bình Liêu, Ba Chẽ.",4,Bà Đinh Thị Vỹ,32707,32.707,12.8,"12,80"
TỈNH QUẢNG NGÃI,1,"Gồm các huyện: Bình Sơn, Sơn Tịnh, Trà Bồng, Sơn Tây và Sơn Hà.",1,Ông Đặng Ngọc Huy,259547,259.547,79.71,"79,71"
TỈNH QUẢNG NGÃI,1,"Gồm các huyện: Bình Sơn, Sơn Tịnh, Trà Bồng, Sơn Tây và Sơn Hà.",2,Bà Trần Thị Hồng An,230961,230.961,70.94,"70,94"
TỈNH QUẢNG NGÃI,1,"Gồm các huyện: Bình Sơn, Sơn Tịnh, Trà Bồng, Sơn Tây và Sơn Hà.",3,Ông Trần Thanh Sang,87579,87.579,26.9,"26,90"
TỈNH QUẢNG NGÃI,1,"Gồm các huyện: Bình Sơn, Sơn Tịnh, Trà Bồng, Sơn Tây và Sơn Hà.",4,Bà Đinh Thị Hoa Sen,68877,68.877,21.15,"21,15"
TỈNH QUẢNG NGÃI,2,"Gồm thành phố Quảng Ngãi và các huyện: Tư Nghĩa, Nghĩa Hành, Lý Sơn.",1,Bà Đinh Thị Phương Lan,299723,299.723,78.27,"78,27"
TỈNH QUẢNG NGÃI,2,"Gồm thành phố Quảng Ngãi và các huyện: Tư Nghĩa, Nghĩa Hành, Lý Sơn.",2,Ông Lương Văn Hùng,298049,298.049,77.83,"77,83"
TỈNH QUẢNG NGÃI,2,"Gồm thành phố Quảng Ngãi và các huyện: Tư Nghĩa, Nghĩa Hành, Lý Sơn.",3,Bà Vũ Thị Liên Hương,285865,285.865,74.65,"74,65"
TỈNH QUẢNG NGÃI,2,"Gồm thành phố Quảng Ngãi và các huyện: Tư Nghĩa, Nghĩa Hành, Lý Sơn.",4,Ông Nguyễn Thanh Tuấn,131589,131.589,34.36,"34,36"
TỈNH QUẢNG NGÃI,2,"Gồm thành phố Quảng Ngãi và các huyện: Tư Nghĩa, Nghĩa Hành, Lý Sơn.",5,Ông Nguyễn Hồng Quân,119261,119.261,31.14,"31,14"
TỈNH QUẢNG NGÃI,3,"Gồm thị xã Đức Phổ và các huyện: Mộ Đức, Ba Tơ, Minh Long.",1,Ông Trần Quang Phương,207434,207.434,85.22,"85,22"
TỈNH QUẢNG NGÃI,3,"Gồm thị xã Đức Phổ và các huyện: Mộ Đức, Ba Tơ, Minh Long.",2,Bà Huỳnh Thị Ánh Sương,190391,190.391,78.22,"78,22"
TỈNH QUẢNG NGÃI,3,"Gồm thị xã Đức Phổ và các huyện: Mộ Đức, Ba Tơ, Minh Long.",3,Bà Đinh Thị Bình,47762,47.762,19.62,"19,62"
TỈNH QUẢNG NGÃI,3,"Gồm thị xã Đức Phổ và các huyện: Mộ Đức, Ba Tơ, Minh Long.",4,Bà Đinh Thị Nghiêng,40111,40.111,16.48,"16,48"
TỈNH QUẢNG TRỊ,1,"Gồm các huyện: Vĩnh Linh, Gio Linh, Đakrông, Hướng Hóa và huyện đảo Cồn Cỏ.",1,Ông Nguyễn Chí Dũng,178522,178.522,86.88,"86,88"
TỈNH QUẢNG TRỊ,1,"Gồm các huyện: Vĩnh Linh, Gio Linh, Đakrông, Hướng Hóa và huyện đảo Cồn Cỏ.",2,Ông Hoàng Đức Thắng,165621,165.621,80.6,"80,60"
TỈNH QUẢNG TRỊ,1,"Gồm các huyện: Vĩnh Linh, Gio Linh, Đakrông, Hướng Hóa và huyện đảo Cồn Cỏ.",3,Bà Hồ Thị Minh,146888,146.888,71.48,"71,48"
TỈNH QUẢNG TRỊ,1,"Gồm các huyện: Vĩnh Linh, Gio Linh, Đakrông, Hướng Hóa và huyện đảo Cồn Cỏ.",4,Bà Trần Thị Như Quỳnh,67886,67.886,33.04,"33,04"
TỈNH QUẢNG TRỊ,1,"Gồm các huyện: Vĩnh Linh, Gio Linh, Đakrông, Hướng Hóa và huyện đảo Cồn Cỏ.",5,Bà Hồ Thúy Vinh,50317,50.317,24.49,"24,49"
TỈNH QUẢNG TRỊ,2,"Gồm thành phố Đông Hà, thị xã Quảng Trị và các huyện: Triệu Phong, Cam Lộ, Hải Lăng.",1,Ông Hà Sỹ Đồng,206841,206.841,80.97,"80,97"
TỈNH QUẢNG TRỊ,2,"Gồm thành phố Đông Hà, thị xã Quảng Trị và các huyện: Triệu Phong, Cam Lộ, Hải Lăng.",2,Ông Nguyễn Hữu Đàn,202185,202.185,79.15,"79,15"
TỈNH QUẢNG TRỊ,2,"Gồm thành phố Đông Hà, thị xã Quảng Trị và các huyện: Triệu Phong, Cam Lộ, Hải Lăng.",3,Ông Lê Quang Tùng,199319,199.319,78.02,"78,02"
TỈNH QUẢNG TRỊ,2,"Gồm thành phố Đông Hà, thị xã Quảng Trị và các huyện: Triệu Phong, Cam Lộ, Hải Lăng.",4,Bà Phạm Thị Hồng Oanh,76152,76.152,29.81,"29,81"
TỈNH QUẢNG TRỊ,2,"Gồm thành phố Đông Hà, thị xã Quảng Trị và các huyện: Triệu Phong, Cam Lộ, Hải Lăng.",5,Ông Lê Hữu Phước,70000,70.000,27.4,"27,40"
TỈNH SÓC TRĂNG,1,"Gồm thành phố Sóc Trăng và các huyện: Châu Thành, Kế Sách, Long Phú, Cù Lao Dung.",1,Ông Lâm Văn Mẫn,389450,389.450,87.76,"87,76"
TỈNH SÓC TRĂNG,1,"Gồm thành phố Sóc Trăng và các huyện: Châu Thành, Kế Sách, Long Phú, Cù Lao Dung.",2,Ông Hoàng Thanh Tùng,327014,327.014,73.69,"73,69"
TỈNH SÓC TRĂNG,1,"Gồm thành phố Sóc Trăng và các huyện: Châu Thành, Kế Sách, Long Phú, Cù Lao Dung.",3,Bà Phạm Thị Minh Huệ,228657,228.657,51.53,"51,53"
TỈNH SÓC TRĂNG,1,"Gồm thành phố Sóc Trăng và các huyện: Châu Thành, Kế Sách, Long Phú, Cù Lao Dung.",4,Ông Trần Khắc Tâm,208584,208.584,47.0,47
TỈNH SÓC TRĂNG,1,"Gồm thành phố Sóc Trăng và các huyện: Châu Thành, Kế Sách, Long Phú, Cù Lao Dung.",5,Bà Lâm Thị Thiên Lan,167838,167.838,37.82,"37,82"
